programme,track,wassce_biology,wassce_business_management,wassce_chemistry,wassce_core_maths,wassce_economics,wassce_elective_maths,wassce_english,wassce_financial_accounting,wassce_government,wassce_history,wassce_integrated_science,wassce_literature,wassce_physics,wassce_social_studies,trait_analytical,trait_creative,trait_social,trait_practical,trait_leadership,trait_empathy,logic_accuracy,quant_accuracy,verbal_accuracy,scientific_accuracy,xp,streak_days
accounting,Business,4,3,3,4,3,2,4,2,6,3,4,4,2,5,77.29603444196641,37.39631204986562,63.59771934329612,61.46756308172392,40.78847017342845,31.18664169723996,72.79599604485048,72.17550268591208,39.93156963291608,69.14632449452085,875,2
agriculture,Science,3,4,2,3,4,5,2,3,4,4,5,3,4,5,64.86818547149284,46.39111739761592,49.04116397434029,76.65148847228498,49.28001407560212,62.597058528804055,46.481864682945414,40.85520517951128,57.840246769400096,66.06725801965528,623,15
public-administration,Business,4,5,5,4,2,3,2,4,1,3,4,3,4,5,66.9923804124924,64.7180907605547,76.70508186019649,47.09934226062748,80.04132882654866,62.5649197844354,59.47822186361471,82.51216668937066,58.6810544322904,64.4700825891696,849,5
engineering-civil,Science,5,3,3,1,3,2,3,3,4,4,4,5,1,3,86.54079992148868,64.69409790748205,52.381603014898495,78.34938279638376,64.37376966919648,27.158577065295912,84.13007473599875,69.48799178093991,68.56665006783025,65.7103511218968,1335,19
accounting,Business,3,4,5,3,2,3,4,2,3,3,4,5,5,5,82.87290761036364,37.48813885982477,33.33249149793144,63.46769039741786,36.75869278660524,17.512573892922884,66.60484589827146,70.55868797475067,50.49884764803706,66.73076693024868,842,17
journalism,Arts,5,4,5,5,4,4,1,4,1,4,5,2,6,4,85.31762415110634,77.7247058463678,87.55193351756016,41.02222086059792,63.72325560060305,73.35614927886245,60.4974809311285,75.02728360716223,77.45813544634125,63.759170334213486,587,17
banking-finance,Business,4,3,3,4,1,1,2,2,4,4,5,3,4,3,75.80357016985988,25.822910254997403,43.11611145401731,65.64209488858009,71.88611700978888,44.7666536997813,68.21628961312432,91.37517562489315,43.57426681385912,67.1457711953208,849,18
psychology,Arts,2,3,4,4,5,3,1,4,3,3,3,2,4,3,63.84196490028234,65.58552816141815,66.9822026258649,37.9355424158946,60.247567337507725,85.8173160963619,49.83162492327383,74.57635949450825,70.66748900051125,63.988549671729245,895,12
medicine-surgery,Science,2,4,2,2,4,4,3,3,5,4,3,5,4,5,94.26984767226469,45.85371381602588,48.384950802614895,51.55879548832475,62.55082043867758,79.0802119227002,58.568313609513524,62.101996062703535,59.09542506609547,64.15889392758223,653,23
electrical-engineering,Science,5,4,3,2,5,2,2,5,3,4,4,4,2,3,71.50132587704283,58.72348679961769,36.85834577518916,99.49376840957818,49.55267065812132,15.948356393230396,69.72970038655427,72.5873002981197,66.98072501929171,58.770722335276695,1213,9
engineering-civil,Science,4,4,2,2,5,1,3,2,4,4,3,5,1,4,81.22807125210929,35.83184128234923,28.68013559923039,94.61093486120217,33.90049353120028,27.336846503842942,67.41627517573653,100.0,58.31519838044079,69.91105715920799,1169,11
nursing,Science,1,5,2,2,4,4,2,4,3,5,4,4,4,4,65.50253743033699,55.617991527316086,84.39420421798181,89.75989949815842,80.88512194860283,95.15958476767844,55.37841680566211,62.48262808064062,55.5518704847572,66.09954813775106,632,17
education,Arts,4,4,5,4,4,4,4,5,2,3,4,3,5,4,60.852475313588556,60.64136802378154,73.26148311819439,52.38735608958746,65.18991186640108,79.6532074998141,34.09165442124652,52.740628383282264,50.077918829469525,52.00478265883096,621,15
education,Arts,3,4,5,5,5,3,2,4,3,3,3,3,5,5,46.94281833387208,56.54843132757102,52.9618231992666,48.78538032422226,59.755851070289566,69.80415491832557,47.296306368797254,61.44100021041227,45.73597524489332,51.80690925457567,477,15
pharmacy,Science,1,4,1,3,4,4,1,3,3,4,3,5,3,3,77.2190370701209,42.258598363165525,58.24884718824585,93.7837913199313,38.310906599965804,59.26521338409599,60.76851010961586,59.00642374041766,64.44677450472388,65.77165371028232,647,7
banking-finance,Business,3,3,5,2,1,2,1,2,4,5,3,5,3,3,89.09661865637877,51.71121228563247,59.934319881836956,54.59657613465988,43.048162534777916,14.775529439565208,71.83358562335633,76.20482237470637,61.49556099990955,64.75324624355405,840,20
public-administration,Business,4,5,4,3,3,3,5,4,2,3,6,5,3,5,61.591034205549825,41.071550728393234,62.20746027824734,55.26202018123896,73.48625709932448,61.001696379934735,51.02272505988865,80.21830925499678,54.07239254684336,56.34941562338288,778,11
psychology,Arts,3,4,5,3,4,3,3,6,4,6,3,3,3,4,72.72211477352505,56.01820613103298,65.87358977398779,26.849708944622463,36.18836068509226,94.9145258993959,75.37221367201587,77.94408890670671,41.035759633038076,69.18524193661578,1029,5
engineering-civil,Science,4,5,3,1,5,1,3,5,4,4,5,5,3,5,95.81374793937147,62.32908557437535,42.655286491164716,85.89508999763814,52.62740280902598,22.876317069402745,70.26438189912726,86.9066337323926,59.39743439169449,82.77062516584554,838,22
computer-science,Science,4,5,3,3,5,1,3,5,4,4,4,3,3,3,81.74375893598604,75.75722967494193,38.567562903083584,66.95522192253473,49.46461021245187,29.399077522448685,70.97250748680767,91.60330000095831,54.33250400971532,67.34581892523333,748,6
engineering-civil,Science,3,5,3,1,3,1,4,4,5,4,4,3,2,4,93.63092453610908,46.85830018013887,41.77049347509912,88.52002953937631,53.45966683424133,39.04545193086157,74.68428566651446,83.53370688289158,59.71552709837948,83.98090029172425,662,19
law,Arts,3,5,3,5,4,4,2,5,1,3,4,1,4,5,91.76594798245696,57.17348457608677,63.0965651183163,44.90606902455888,88.50860903859193,62.25707983318722,70.91260830073183,65.00929423047164,63.35539820457301,58.66284442750494,312,16
education,Arts,4,5,3,4,6,4,2,4,5,2,4,2,4,4,68.47323241613559,78.00990600688738,84.48142144626706,51.23405276976515,89.92738866638518,75.7244551867048,48.417528893189896,43.2451021265973,79.27071375533544,64.28793446381103,1357,5
education,Arts,4,5,3,5,5,4,3,4,2,3,3,3,5,4,58.482030159448186,57.34459525370764,83.2827396208103,48.72422758788971,56.16574843912364,90.52074886023743,47.48005039872815,71.62327763871744,56.83939876909465,46.13598472503052,1039,17
education,Arts,5,5,4,3,4,3,2,5,3,2,3,4,4,4,52.26008235102997,45.22692245682668,94.2309514951162,51.069470624139704,78.67401527738421,80.51651714447316,60.0662969720625,65.00557246255066,68.37124579431794,57.430769074015686,932,16
banking-finance,Business,6,3,4,2,2,2,3,2,3,4,3,2,4,4,87.26698042104576,40.671707070196945,35.674109790593896,41.3898307209253,84.73521436813671,24.52791239922964,74.77021845961639,73.20789511088238,53.7717233281799,58.61406050812498,930,15
journalism,Arts,4,3,4,3,5,7,3,5,2,1,3,3,3,4,53.343495243159786,69.37953741153446,72.73231265448364,44.495259272185784,51.08470545327964,57.58981420221105,27.922219412403848,32.347580759307704,57.018901958344024,50.5744728297971,801,10
journalism,Arts,5,5,4,5,3,3,2,5,3,3,4,2,5,5,53.992220840540135,93.86992729908837,87.28460681732321,51.32376192565798,62.820878908348796,67.47006707484174,43.61009449826751,68.90925087486663,94.0363406190788,49.19930565384138,801,11
psychology,Arts,3,6,4,3,3,4,1,5,6,4,3,3,4,5,62.17970952210055,48.68184310917219,78.22042444254313,47.57776760936187,47.72579369244343,85.03275297206295,48.249201937219304,46.01110042841303,72.91262144018627,40.36010010587089,600,17
journalism,Arts,5,4,5,5,5,5,2,4,1,3,5,2,3,3,59.599002663077705,79.28833011146914,66.14238389428871,48.75108163754191,41.47577085011045,55.54743448126624,55.61295231441971,61.51883267507247,58.63241507451813,51.24456849962176,751,24
nursing,Science,2,4,4,3,5,3,2,3,3,5,4,4,3,4,63.011131671006936,44.82916206461762,48.74853315903198,71.6823882573719,51.590962421890055,89.01136884037714,57.232575775717265,67.2425486232138,59.02688950897627,59.68851393340465,703,21
engineering-civil,Science,4,4,4,1,5,3,3,4,4,4,5,4,2,3,75.32509922624766,76.4344682477698,38.221742747113105,77.2522800442164,69.31099165589298,37.81808548683552,64.78778894804,66.46064324299725,57.73750892493952,63.74083878789597,433,13
economics,Business,4,6,4,1,1,4,3,2,5,3,3,4,4,2,73.50840709461364,40.10335563182355,45.91826824011046,53.94811271146091,47.853316726914386,42.14113748553301,46.03413077082527,71.59355583442377,39.29460485133817,50.812087965316785,815,22
medicine-surgery,Science,2,4,1,2,3,3,2,3,4,3,4,4,3,4,92.35782892994142,37.44353283574807,65.56143340244168,60.189128418837214,55.863947572555816,82.3789577725537,62.872048699473595,61.247542915222716,48.6805679779284,61.489363753323246,487,17
agriculture,Science,1,3,5,3,4,5,4,3,4,3,6,3,3,3,45.0333952327712,58.525939097565455,74.22447901083495,80.24250880687383,36.7957685315559,27.630745012739787,35.56382786820878,41.47575566126269,43.99481880863193,60.28102060164119,770,13
journalism,Arts,3,5,4,5,5,3,1,4,2,4,5,2,5,4,66.99729780344171,84.69727339735049,85.68100963437719,59.80453033930685,61.1518088315279,61.95659395082078,49.29606283149967,71.52366323305162,86.83585901420984,55.69449012956507,1122,3
medicine-surgery,Science,1,4,1,4,4,4,2,2,3,5,3,3,3,5,85.16990472161142,40.448826659613324,62.60528934883676,61.958500384250414,50.05226880971355,74.55583511691567,56.390517106524044,52.50621301884431,48.08012438357747,82.30619277451467,817,24
economics,Business,4,4,4,2,2,2,2,3,3,3,3,3,4,5,75.9193756767085,42.83441435744637,39.658888604702895,46.950778290608376,53.09670420822224,41.01895648606441,58.77938244761683,84.52715844499488,59.10111668219169,55.078983026253894,472,16
marketing,Business,5,2,6,5,2,4,3,2,5,4,4,5,6,4,53.86959629128616,95.08719623322578,94.67550415991136,41.790201596162774,70.0518644865902,61.95380915938799,48.579301702482944,43.671120450744326,51.67756238423268,46.56175871136622,444,8
journalism,Arts,4,4,3,4,5,5,1,4,4,3,4,1,4,4,54.68645299323498,65.5655320306316,75.37369524914048,43.50664762928503,58.34732029977563,59.3381072514,40.927117808005995,46.42540944196064,80.22841405832251,51.61224201616208,828,9
banking-finance,Business,5,4,5,2,2,2,3,3,3,3,4,4,3,4,81.06001225771215,12.847198843965295,52.804060107412404,53.426821671515334,63.39707057176981,49.159142745772684,57.05361974078507,70.86502188190552,26.67187338223838,57.970670347920525,619,9
electrical-engineering,Science,5,4,3,2,4,1,1,4,5,6,4,3,1,4,67.35383947615732,55.503451014048885,43.177116062629125,92.36279453232864,47.803383280614426,35.649406535468145,65.04442670710505,77.24577716034672,85.90398878180999,62.39271680596307,1029,1
education,Arts,5,6,4,4,5,4,3,3,2,4,5,2,4,4,62.32639566465491,50.00015219189603,83.56712639035952,62.46846810634295,64.117545497069,90.10063696864927,47.47871647640912,54.50443432497967,47.18206058932435,62.83533748035812,526,15
agriculture,Science,1,3,4,4,3,4,3,7,4,4,5,2,4,6,58.83800715640246,27.666989553519212,46.04082035589402,99.54518040959037,53.76069596320771,41.611438904874824,42.68706112076904,51.03999926208199,53.4229809831358,73.35697121042996,993,16
nursing,Science,1,3,3,2,4,4,1,3,4,4,5,5,4,3,49.29093004155481,29.891229116708523,79.09935584980568,83.36623706627343,29.000980142748777,82.14322971732497,53.03152543362665,54.24190639074408,54.64217451851782,81.13384846525166,757,16
marketing,Business,4,1,6,4,3,5,2,4,3,4,3,2,4,3,35.10832428702727,85.40609502947075,100.0,58.89560258580062,67.42682114734328,60.08845306696946,39.65581219778494,50.99868901608471,66.83293325528857,48.30591901190478,783,16
computer-science,Science,4,4,5,3,4,3,2,5,4,7,3,3,3,4,100.0,58.31625316700466,44.04918518693884,81.62463004681996,52.046478322206475,20.3900365807568,83.76207044203359,82.3345994505233,68.95992679172396,69.13478149767164,912,15
education,Arts,4,3,3,3,4,4,3,5,2,4,4,2,5,3,47.094655502770806,69.81072798691832,62.625780709378894,66.17574196933155,80.11136566359134,76.30544662176251,44.631829890795885,62.12162777936238,55.2278320930355,57.07060081504069,560,10
banking-finance,Business,3,4,5,1,1,1,3,4,4,4,5,4,4,3,96.08448844246357,9.607920825043365,62.978592002792695,50.36255062202463,60.896592685483874,51.92315156117812,72.32919548363137,83.77634445626543,45.878430253652425,69.63612561923698,696,5
journalism,Arts,5,4,5,4,4,6,1,4,3,2,4,2,4,4,75.91669089395488,83.3624824635237,61.219460372491994,48.26298943431561,60.37879994489599,65.43450024351458,51.17592392214681,41.20391187739257,76.25159974826163,63.679360946352745,612,8
law,Arts,7,4,4,3,4,3,1,5,2,3,3,3,3,6,85.21543865981486,55.7733274178468,66.45015219091619,41.51589844819523,75.2907858935514,55.29039571505292,63.10874125722295,53.2342036793837,80.12893869144607,60.915774345549565,664,11
accounting,Business,3,2,4,2,2,1,3,1,3,3,5,4,4,6,83.52462497188714,33.38994510474826,36.302992547912254,59.03628332363222,23.135935599828493,39.68740531923558,75.3487901319946,85.27159704867012,50.5801754062596,68.44654158965459,430,11
medicine-surgery,Science,1,6,2,1,3,4,2,3,6,4,4,3,3,4,77.16656826292501,51.1100195982526,48.710024349397,85.97027859850982,61.82389214723876,97.80944208780424,48.72992607851195,51.79799266035946,53.426802146852026,77.6523518601962,763,10
banking-finance,Business,3,4,4,1,3,2,4,2,4,4,2,5,4,5,74.4797127753844,33.35155618420235,46.331476400766455,67.35998482763394,68.11409347450676,38.67053526680888,74.35532956453204,85.39667293026906,50.29305152593076,48.47009505631561,613,8
education,Arts,5,4,3,3,3,4,1,5,3,5,5,2,5,3,45.375273963189144,63.3314253207511,58.41750337252073,54.62839215066117,54.797367078815796,81.01307055153264,32.81574611721646,56.21903989227933,72.82090445348933,60.81550952400738,735,8
economics,Business,3,4,5,4,1,1,2,3,4,4,5,3,5,4,84.87970080101053,36.850633592428544,74.2666775873137,41.82991349257921,62.979331769684144,27.497809297578677,86.7248163894757,94.07055079059573,54.44332768775655,67.06467018775298,917,13
banking-finance,Business,5,4,4,1,2,2,3,1,6,3,4,4,6,3,74.64736738239668,25.301819367381746,58.2346505095061,41.26949340431358,60.214715052422335,13.47634177145715,65.49705452422306,72.17775460642923,38.15590992202152,68.57908543851147,439,18
engineering-civil,Science,5,5,2,1,5,1,3,5,3,4,5,5,1,4,67.61184537479068,44.43755007334804,43.183592265747336,83.62117811057763,55.74927078566226,45.392536096340606,54.30733781489714,81.63292665709693,55.397197721959344,62.150274111841064,1138,19
public-administration,Business,4,6,3,3,3,3,3,3,3,4,4,2,3,5,65.21198643512366,13.059973823075119,87.42830383868241,51.36656506253832,71.80925335999954,69.94955597566664,49.685673114306624,60.034780346191006,50.47881597272731,71.31190360447546,1153,15
engineering-civil,Science,5,3,4,1,4,1,3,4,1,4,5,4,1,5,88.11373129121661,59.376733001931065,50.44491894050569,88.625929996966,46.01982246585796,10.616625862203776,70.23989842946365,93.71031046529225,54.05057594904377,75.34354636561882,877,23
agriculture,Science,2,4,3,5,2,4,4,5,4,4,5,5,4,4,71.8052726241197,63.904589932744514,57.42604959235292,85.44138896665594,49.45924823962092,55.57396557193623,53.72725357222426,59.62817851700305,41.8179078703019,76.91803935916518,463,11
nursing,Science,4,4,2,3,5,1,2,6,5,3,4,4,5,6,63.885516812792154,29.602116969870394,82.87084442098204,73.0174730313714,39.66662504010971,72.40091128043555,49.42173125039287,75.60554211356425,48.99810525236712,61.67154726283538,453,0
nursing,Science,1,4,2,4,3,5,2,4,3,4,3,4,4,3,69.91894339700595,39.268404800214256,70.51937265857752,81.4549304703531,49.161774784980366,81.32409062736727,50.52344153067229,44.015694640942186,52.794210275082065,57.99354437696959,618,16
journalism,Arts,6,5,5,5,6,3,1,4,3,3,4,3,5,5,45.60437258147241,69.04606310783963,100.0,46.00901535147068,53.76770816553865,58.78605506452882,40.10920131763014,55.94920234792774,63.544030200738646,37.677948556677656,647,8
nursing,Science,3,4,3,2,4,4,3,4,5,4,5,4,2,4,67.25324063146626,40.75347331807569,79.2218666143744,76.51413034045012,41.932537485544074,95.51728269043781,55.78819964531934,52.71345539954264,62.026088177151586,60.613048073059076,600,23
computer-science,Science,4,4,4,1,3,1,2,4,5,4,3,4,2,4,85.08226280846921,87.41837800010985,12.592957390020551,66.11666096867354,44.96310974351608,22.18857507717221,79.73973806126087,93.52251399145095,69.60163865211365,65.8592887997912,835,15
electrical-engineering,Science,4,4,3,2,3,1,1,5,4,4,3,6,1,4,93.54384660678372,40.13020244203928,29.53675641487333,89.79171774600874,78.57473075464706,33.01124742852024,89.6228125084376,98.35415448289238,70.97012078036401,67.64958780898968,1154,8
engineering-civil,Science,4,2,3,2,4,2,2,3,4,4,4,5,1,4,85.67969971163625,39.432840478639164,26.809698163314877,85.11911016248631,74.81199998686964,40.79269811898811,55.28477125466106,53.50203542137254,66.25099683976288,72.43420205006528,1056,8
accounting,Business,4,5,4,2,2,3,3,2,4,3,6,3,3,4,80.67181109653981,26.133163575117173,39.82566103050991,64.60237768571827,46.74819327020807,6.425125410126839,77.88291600433269,67.4560557110315,54.87161367059932,50.676732596689746,658,10
psychology,Arts,2,5,4,3,4,5,1,3,1,3,3,1,4,2,54.82011276232319,67.004203999102,84.03588070281103,41.87467672172528,39.972214437208855,74.63915040955276,33.29680777688735,45.618343937296515,80.34625503763375,59.66497316577952,886,8
public-administration,Business,4,4,4,5,1,4,4,3,1,3,4,3,5,5,70.08375325017948,31.296263257089187,75.86510790787295,41.00559760430912,76.67403339228487,81.53467927170878,54.55743964585979,48.26653804213851,45.201935376729146,47.71075856654736,393,6
marketing,Business,5,3,4,3,2,4,2,3,4,4,4,5,4,5,60.593700673073585,65.32758006513234,73.97862970736476,36.664041169301036,61.451650830672165,59.09710253893186,53.96400272119137,65.9100074682525,68.03091672282713,52.112673753496395,239,14
computer-science,Science,4,4,5,3,5,1,2,4,3,4,4,3,4,4,70.70928853257749,64.4865714165503,37.81206455922905,79.72792361435741,41.62523596873384,38.279382674472075,66.85178016045047,73.62142083421487,54.07598009544995,65.19326552096804,1088,16
psychology,Arts,4,5,3,5,5,4,1,4,1,5,3,3,4,4,57.43090127234935,53.387705688191986,98.89379546017354,53.850596270486406,53.544789549954565,89.74705734435048,54.219060161717756,64.27594340733032,64.03899407997817,52.60975944064719,297,20
public-administration,Business,6,4,2,4,2,3,3,4,2,2,4,4,3,4,68.39592623255184,38.218965331803666,60.864914017518146,59.890646213755396,52.61188563056666,55.536348449715646,51.73637547984459,67.36461626948169,57.137087528782615,67.03289633585383,586,17
psychology,Arts,1,6,3,4,5,4,2,5,2,4,4,2,5,5,61.56744238163134,62.806810899257776,80.49740665444598,31.072677907619912,47.42047906758936,87.00514109208385,43.9604418907721,59.49135190557294,66.93853168148964,41.74503512833405,305,15
